종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","서비스업","7280","80","1.11","340866307600"
"006840","AK홀딩스","KOSPI","기타금융","15900","150","0.95","210636219900"
"027410","BGF","KOSPI","기타금융","3990","0","0.00","381909996090"
"282330","BGF리테일","KOSPI","유통업","156000","-1500","-0.95","2696289336000"
"138930","BNK금융지주","KOSPI","기타금융","6560","-40","-0.61","2138135213760"
"001460","BYC","KOSPI","섬유의복","403000","3500","0.88","251719845000"
"001465","BYC우","KOSPI","섬유의복","143500","0","0.00","30907747500"
"001040","CJ","KOSPI","기타금융","76200","-600","-0.78","2223287247600"
"079160","CJ CGV","KOSPI","서비스업","20050","0","0.00","956177061450"
"00104K","CJ4우(전환)","KOSPI","기타금융","68900","-900","-1.29","291206676800"
"000120","CJ대한통운","KOSPI","운수창고업","117500","-500","-0.42","2680450420000"
"011150","CJ씨푸드","KOSPI","음식료품","3135","-65","-2.03","112642973355"
"011155","CJ씨푸드1우","KOSPI","음식료품","28350","150","0.53","5670000000"
"001045","CJ우","KOSPI","기타금융","49800","200","0.40","112559105400"
"097950","CJ제일제당","KOSPI","음식료품","400000","-500","-0.12","6021674400000"
"097955","CJ제일제당 우","KOSPI","음식료품","167000","2500","1.52","221681311000"
"000590","CS홀딩스","KOSPI","기타금융","72500","2500","3.57","83699945000"
"012030","DB","KOSPI","서비스업","787","-2","-0.25","158323885271"
"016610","DB금융투자","KOSPI","증권","4905","-35","-0.71","208199538045"
"005830","DB손해보험","KOSPI","보험","59900","600","1.01","4240920000000"
"000990","DB하이텍","KOSPI","전기전자","43700","-850","-1.91","1940218295600"
"000995","DB하이텍1우","KOSPI","전기전자","79600","-2400","-2.93","8940353600"
"139130","DGB금융지주","KOSPI","기타금융","7370","10","0.14","1246604789210"
"001530","DI동일","KOSPI","유통업","17400","400","2.35","444887898000"
"000210","DL","KOSPI","기타금융","65800","100","0.15","1378897167200"
"001880","DL건설","KOSPI","건설업","19550","200","1.03","431141702200"
"000215","DL우","KOSPI","기타금융","38650","-300","-0.77","65168344750"
"375500","DL이앤씨","KOSPI","건설업","42450","1550","3.79","1642544296350"
"37550L","DL이앤씨2우(전환)","KOSPI","건설업","34400","300","0.88","72651114400"
"37550K","DL이앤씨우","KOSPI","건설업","30150","650","2.20","63733632750"
"007340","DN오토모티브","KOSPI","전기전자","62000","-1100","-1.74","619628310000"
"004840","DRB동일","KOSPI","화학","4560","-50","-1.08","90880800000"
"155660","DSR","KOSPI","철강금속","5570","40","0.72","89120000000"
"069730","DSR제강","KOSPI","철강금속","5000","-70","-1.38","72000000000"
"017940","E1","KOSPI","유통업","46150","-250","-0.54","316589000000"
"365550","ESR켄달스퀘어리츠","KOSPI","서비스업","5540","90","1.65","1180513060000"
"383220","F&F","KOSPI","섬유의복","139000","4000","2.96","5324683425000"
"007700","F&F홀딩스","KOSPI","기타금융","16850","-300","-1.75","659077083950"
"114090","GKL","KOSPI","서비스업","15950","150","0.95","986597936500"
"078930","GS","KOSPI","기타금융","45750","100","0.22","4250878543500"
"006360","GS건설","KOSPI","건설업","29200","200","0.69","2498979508000"
"001250","GS글로벌","KOSPI","유통업","3385","-105","-3.01","279376791140"
"007070","GS리테일","KOSPI","유통업","26950","1000","3.85","2822147997900"
"078935","GS우","KOSPI","기타금융","35550","0","0.00","63450564300"
"012630","HDC","KOSPI","기타금융","6930","-10","-0.14","414010126530"
"039570","HDC랩스","KOSPI","건설업","8400","-60","-0.71","218043848400"
"089470","HDC현대EP","KOSPI","화학","4220","-45","-1.06","134618000000"
"294870","HDC현대산업개발","KOSPI","건설업","12000","0","0.00","790887960000"
"267250","HD현대","KOSPI","화학","61700","100","0.16","4873873344500"
"097230","HJ중공업","KOSPI","건설업","5900","-110","-1.83","491318257900"
"003580","HLB글로벌","KOSPI","광업","7950","-50","-0.63","336817983900"
"011200","HMM","KOSPI","운수창고업","21350","-250","-1.16","10440993239600"
"082740","HSD엔진","KOSPI","기계","8390","-180","-2.10","600254109660"
"003560","IHQ","KOSPI","서비스업","623","-21","-3.26","103308030532"
"175330","JB금융지주","KOSPI","기타금융","7510","0","0.00","1479341533940"
"234080","JW생명과학","KOSPI","의약품","12300","0","0.00","194765014200"
"001060","JW중외제약","KOSPI","의약품","21250","-50","-0.23","471284221250"
"001067","JW중외제약2우B","KOSPI","의약품","70800","-100","-0.14","7287231600"
"001065","JW중외제약우","KOSPI","의약품","36300","-50","-0.14","6633280500"
"096760","JW홀딩스","KOSPI","기타금융","3275","-15","-0.46","230706412150"
"105560","KB금융","KOSPI","기타금융","47150","-600","-1.26","19279496756200"
"002380","KCC","KOSPI","화학","284000","-3500","-1.22","2523757764000"
"344820","KCC글라스","KOSPI","비금속광물","51500","200","0.39","822481368000"
"009070","KCTC","KOSPI","운수창고업","4940","5","0.10","148200000000"
"009440","KC그린홀딩스","KOSPI","기타금융","3795","-70","-1.81","85140749100"
"119650","KC코트렐","KOSPI","기계","3855","-15","-0.39","67848000000"
"092220","KEC","KOSPI","전기전자","2625","5","0.19","379963870125"
"016380","KG스틸","KOSPI","철강금속","10500","-500","-4.55","1050093418500"
"001390","KG케미칼","KOSPI","화학","25150","-550","-2.14","348732314400"
"033180","KH 필룩스","KOSPI","전기전자","1350","-25","-1.82","206874784350"
"001940","KISCO홀딩스","KOSPI","철강금속","13900","0","0.00","224851682000"
"025000","KPX케미칼","KOSPI","화학","48850","-250","-0.51","236434000000"
"092230","KPX홀딩스","KOSPI","화학","58900","0","0.00","248831649400"
"000040","KR모터스","KOSPI","운수장비","661","-9","-1.34","63547525365"
"044450","KSS해운","KOSPI","운수창고업","10400","0","0.00","240093152000"
"030200","KT","KOSPI","통신업","36650","0","0.00","9569747763200"
"033780","KT&G","KOSPI","기타제조업","83000","200","0.24","11395277251000"
"058850","KTcs","KOSPI","서비스업","2290","-5","-0.22","97748650000"
"058860","KTis","KOSPI","서비스업","2800","45","1.63","97445600000"
"093050","LF","KOSPI","섬유의복","16700","-100","-0.60","488308000000"
"003550","LG","KOSPI","기타금융","78800","-900","-1.13","12395318248400"
"034220","LG디스플레이","KOSPI","전기전자","15700","0","0.00","5617706490000"
"051900","LG생활건강","KOSPI","화학","691000","4000","0.58","10792174127000"
"051905","LG생활건강우","KOSPI","화학","362000","3500","0.98","760090314000"
"373220","LG에너지솔루션","KOSPI","전기전자","482000","19000","4.10","112788000000000"
"003555","LG우","KOSPI","기타금융","63200","100","0.16","190966384000"
"032640","LG유플러스","KOSPI","통신업","11350","150","1.34","4955538947350"
"011070","LG이노텍","KOSPI","전기전자","345500","9500","2.83","8176985468500"
"066570","LG전자","KOSPI","전기전자","97300","-400","-0.41","15922932302200"
"066575","LG전자우","KOSPI","전기전자","45600","-300","-0.65","783681235200"
"037560","LG헬로비전","KOSPI","서비스업","4980","-60","-1.19","385685387700"
"051910","LG화학","KOSPI","화학","610000","-13000","-2.09","43061329230000"
"051915","LG화학우","KOSPI","화학","289500","-3500","-1.19","2225907600000"
"079550","LIG넥스원","KOSPI","기계","105500","2500","2.43","2321000000000"
"006260","LS","KOSPI","기타금융","64300","-100","-0.16","2070460000000"
"010120","LS ELECTRIC","KOSPI","전기전자","53200","0","0.00","1596000000000"
"000680","LS네트웍스","KOSPI","유통업","2955","-15","-0.51","232862912280"
"229640","LS전선아시아","KOSPI","기타금융","7560","-90","-1.18","231524085240"
"001120","LX인터내셔널","KOSPI","유통업","44300","1600","3.75","1717068000000"
"108670","LX하우시스","KOSPI","화학","43200","-500","-1.14","387403344000"
"108675","LX하우시스우","KOSPI","화학","20450","50","0.25","21111148500"
"383800","LX홀딩스","KOSPI","기타금융","8310","60","0.73","633892533900"
"38380K","LX홀딩스1우","KOSPI","기타금융","11500","-100","-0.86","16850777500"
"023150","MH에탄올","KOSPI","음식료품","8600","-110","-1.26","63455323600"
"035420","NAVER","KOSPI","서비스업","234000","-2000","-0.85","38387485890000"
"181710","NHN","KOSPI","서비스업","24800","-100","-0.40","893226510400"
"400760","NH올원리츠","KOSPI","서비스업","4400","0","0.00","185680000000"
"005940","NH투자증권","KOSPI","증권","9740","-50","-0.51","3230426070540"
"005945","NH투자증권우","KOSPI","증권","9890","10","0.10","186633873520"
"338100","NH프라임리츠","KOSPI","서비스업","4575","10","0.22","85369500000"
"034310","NICE","KOSPI","서비스업","13450","-100","-0.74","509516935000"
"008260","NI스틸","KOSPI","철강금속","4475","-5","-0.11","127985523575"
"004250","NPC","KOSPI","화학","8980","-490","-5.17","329745600000"
"004255","NPC우","KOSPI","화학","4665","-95","-2.00","24631200000"
"010060","OCI","KOSPI","화학","109000","-1500","-1.36","2599581439000"
"178920","PI첨단소재","KOSPI","화학","35650","-350","-0.97","1046909379300"
"005490","POSCO홀딩스","KOSPI","철강금속","246000","-7000","-2.77","21447961410000"
"010950","S-Oil","KOSPI","화학","98400","-700","-0.71","11078146732800"
"010955","S-Oil우","KOSPI","화학","62000","-500","-0.80","249359474000"
"034120","SBS","KOSPI","서비스업","39300","1850","4.94","717326472600"
"005090","SGC에너지","KOSPI","전기가스업","36000","-500","-1.37","528372144000"
"001380","SG글로벌","KOSPI","운수장비","1405","-5","-0.35","63174620915"
"004060","SG세계물산","KOSPI","유통업","594","18","3.13","120240426240"
"001770","SHD","KOSPI","철강금속","31800","-100","-0.31","38633120400"
"002360","SH에너지화학","KOSPI","화학","1160","-45","-3.73","128915126800"
"009160","SIMPAC","KOSPI","철강금속","6350","0","0.00","415477426600"
"123700","SJM","KOSPI","운수장비","3340","0","0.00","52120359320"
"025530","SJM홀딩스","KOSPI","유통업","2980","0","0.00","44503343840"
"034730","SK","KOSPI","기타금융","224500","1000","0.45","16646524360500"
"011790","SKC","KOSPI","화학","115000","1000","0.88","4354854270000"
"018670","SK가스","KOSPI","유통업","116500","2500","2.19","1075323426000"
"001740","SK네트웍스","KOSPI","유통업","4370","-75","-1.69","1084580017390"
"001745","SK네트웍스우","KOSPI","유통업","52700","-3100","-5.56","5989249600"
"006120","SK디스커버리","KOSPI","기타금융","36050","650","1.84","686314672750"
"006125","SK디스커버리우","KOSPI","기타금융","30950","350","1.14","42044182250"
"210980","SK디앤디","KOSPI","서비스업","25500","-300","-1.16","565849182000"
"068400","SK렌터카","KOSPI","서비스업","8320","10","0.12","393418188800"
"395400","SK리츠","KOSPI","서비스업","5730","80","1.42","1126254872670"
"302440","SK바이오사이언스","KOSPI","의약품","111000","3000","2.78","8523029106000"
"326030","SK바이오팜","KOSPI","서비스업","70100","-1100","-1.54","5489758825000"
"402340","SK스퀘어","KOSPI","기타금융","39050","-350","-0.89","5524308647550"
"361610","SK아이이테크놀로지","KOSPI","전기전자","79600","-100","-0.13","5675288323200"
"03473K","SK우","KOSPI","기타금융","196500","1000","0.51","111245527500"
"096770","SK이노베이션","KOSPI","화학","181500","3000","1.68","16782499866000"
"096775","SK이노베이션우","KOSPI","화학","114500","1000","0.88","142944777000"
"001510","SK증권","KOSPI","증권","726","-4","-0.55","343100464146"
"001515","SK증권우","KOSPI","증권","3010","55","1.86","11776667140"
"285130","SK케미칼","KOSPI","화학","105000","10400","10.99","1850181900000"
"28513K","SK케미칼우","KOSPI","화학","52000","2900","5.91","110002308000"
"017670","SK텔레콤","KOSPI","통신업","52600","200","0.38","11510623374400"
"000660","SK하이닉스","KOSPI","전기전자","91700","-700","-0.76","66757816870500"
"064960","SNT모티브","KOSPI","운수장비","47700","-150","-0.31","697523587200"
"100840","SNT에너지","KOSPI","기계","22650","1000","4.62","170027004150"
"003570","SNT중공업","KOSPI","운수장비","11050","-100","-0.90","367442301850"
"036530","SNT홀딩스","KOSPI","기타금융","15650","50","0.32","255155815900"
"005610","SPC삼립","KOSPI","음식료품","80000","900","1.14","690320720000"
"011810","STX","KOSPI","유통업","3425","-35","-1.01","98028479950"
"077970","STX엔진","KOSPI","기계","17200","-550","-3.10","395753148800"
"071970","STX중공업","KOSPI","기계","4770","-75","-1.55","135305705520"
"002820","SUN&L","KOSPI","종이목재","4195","-175","-4.00","52890513855"
"084870","TBH글로벌","KOSPI","섬유의복","1995","20","1.01","41609353905"
"002710","TCC스틸","KOSPI","철강금속","11800","-100","-0.84","277300000000"
"069260","TKG휴켐스","KOSPI","화학","20050","-450","-2.20","819615689400"
"002900","TYM","KOSPI","기계","2410","75","3.21","367172530270"
"024070","WISCOM","KOSPI","화학","3150","-25","-0.79","48278279700"
"037270","YG PLUS","KOSPI","서비스업","6070","-30","-0.49","385016518700"
"000500","가온전선","KOSPI","전기전자","22000","300","1.38","91527634000"
"000860","강남제비스코","KOSPI","화학","22800","150","0.66","148200000000"
"035250","강원랜드","KOSPI","서비스업","26050","-300","-1.14","5573150025000"
"011420","갤럭시아에스엠","KOSPI","서비스업","2070","-35","-1.66","57027763080"
"002100","경농","KOSPI","화학","11550","600","5.48","225485741250"
"009450","경동나비엔","KOSPI","전기전자","40100","-1900","-4.52","584200539200"
"267290","경동도시가스","KOSPI","전기가스업","23050","-450","-1.91","135889108300"
"012320","경동인베스트","KOSPI","기타금융","35050","-450","-1.27","82894056150"
"000050","경방","KOSPI","유통업","12400","-100","-0.80","339949348000"
"214390","경보제약","KOSPI","의약품","6360","-20","-0.31","152047629600"
"012610","경인양행","KOSPI","화학","5450","0","0.00","226809189250"
"009140","경인전자","KOSPI","전기전자","26650","0","0.00","41861740050"
"013580","계룡건설","KOSPI","건설업","22300","-150","-0.67","199159226100"
"012200","계양전기","KOSPI","기계","3100","35","1.14","101060000000"
"012205","계양전기우","KOSPI","기계","5500","130","2.42","7700000000"
"002140","고려산업","KOSPI","음식료품","5440","-190","-3.37","135670472000"
"010130","고려아연","KOSPI","철강금속","618000","-26000","-4.04","11661660000000"
"002240","고려제강","KOSPI","철강금속","19950","50","0.25","458850000000"
"009290","광동제약","KOSPI","의약품","6630","-10","-0.15","347550242130"
"017040","광명전기","KOSPI","전기전자","2760","-35","-1.25","119611817400"
"017900","광전자","KOSPI","전기전자","2365","-20","-0.84","137036999495"
"037710","광주신세계","KOSPI","유통업","32400","50","0.15","259200000000"
"030610","교보증권","KOSPI","증권","6210","-10","-0.16","401496968160"
"339770","교촌에프앤비","KOSPI","유통업","11250","-50","-0.44","281053575000"
"007690","국도화학","KOSPI","화학","51100","500","0.99","460442477600"
"005320","국동","KOSPI","유통업","1505","-15","-0.99","83391125930"
"001140","국보","KOSPI","운수창고업","1005","-10","-0.99","79777682895"
"002720","국제약품","KOSPI","의약품","5100","-90","-1.73","102995259900"
"083420","그린케미칼","KOSPI","화학","8120","-190","-2.29","194880000000"
"014530","극동유화","KOSPI","화학","3785","5","0.13","131980754700"
"014280","금강공업","KOSPI","철강금속","6700","-90","-1.33","196506691900"
"014285","금강공업우","KOSPI","철강금속","12800","-100","-0.78","7550400000"
"008870","금비","KOSPI","비금속광물","85000","-4200","-4.71","85000000000"
"001570","금양","KOSPI","화학","12100","0","0.00","666489501700"
"002990","금호건설","KOSPI","건설업","8180","-30","-0.37","302280407100"
"002995","금호건설우","KOSPI","건설업","26200","150","0.58","7657369200"
"011780","금호석유","KOSPI","화학","125000","-2500","-1.96","3786980500000"
"011785","금호석유우","KOSPI","화학","91700","-400","-0.43","277253666200"
"214330","금호에이치티","KOSPI","운수장비","1060","-10","-0.93","210918662200"
"001210","금호전기","KOSPI","전기전자","1320","-20","-1.49","32136972120"
"073240","금호타이어","KOSPI","화학","3445","45","1.32","989611688715"
"092440","기신정기","KOSPI","기계","3700","-20","-0.54","108040000000"
"000270","기아","KOSPI","운수장비","80800","600","0.75","32753358437600"
"024110","기업은행","KOSPI","은행","9430","-30","-0.32","7018754535410"
"013700","까뮤이앤씨","KOSPI","건설업","2180","20","0.93","98431970400"
"004540","깨끗한나라","KOSPI","종이목재","3455","-30","-0.86","128666594315"
"004545","깨끗한나라우","KOSPI","종이목재","19000","0","0.00","6957040000"
"001260","남광토건","KOSPI","건설업","11750","1000","9.30","115490914500"
"008350","남선알미늄","KOSPI","철강금속","2105","-55","-2.55","231926984450"
"008355","남선알미우","KOSPI","철강금속","22550","150","0.67","6942919500"
"004270","남성","KOSPI","유통업","2115","-15","-0.70","76588718400"
"003920","남양유업","KOSPI","음식료품","384500","-1500","-0.39","276840000000"
"003925","남양유업우","KOSPI","음식료품","213500","-500","-0.23","35582337000"
"025860","남해화학","KOSPI","화학","10550","300","2.93","524111793650"
"005720","넥센","KOSPI","화학","4065","55","1.37","217656266505"
"005725","넥센우","KOSPI","화학","2930","95","3.35","10549758000"
"002350","넥센타이어","KOSPI","화학","7330","840","12.94","715905538410"
"002355","넥센타이어1우B","KOSPI","화학","2970","115","4.03","19305000000"
"251270","넷마블","KOSPI","서비스업","60000","-900","-1.48","5157210120000"
"090350","노루페인트","KOSPI","화학","9550","440","4.83","191000000000"
"090355","노루페인트우","KOSPI","화학","16400","1200","7.89","7595266400"
"000320","노루홀딩스","KOSPI","기타금융","12350","100","0.82","164145714850"
"000325","노루홀딩스우","KOSPI","기타금융","21350","400","1.91","5199984650"
"006280","녹십자","KOSPI","의약품","155500","-4000","-2.51","1817256659000"
"005250","녹십자홀딩스","KOSPI","서비스업","18450","0","0.00","867670474500"
"005257","녹십자홀딩스2우","KOSPI","서비스업","49550","750","1.54","41918804500"
"004370","농심","KOSPI","음식료품","299000","1000","0.34","1818709958000"
"072710","농심홀딩스","KOSPI","기타금융","67300","300","0.45","312123267000"
"058730","다스코","KOSPI","기계","6000","250","4.35","110295090000"
"030210","다올투자증권","KOSPI","증권","4480","-25","-0.55","270207132160"
"023590","다우기술","KOSPI","서비스업","18650","50","0.27","836762407050"
"145210","다이나믹디자인","KOSPI","기계","3995","-435","-9.82","21078850460"
"019680","대교","KOSPI","서비스업","2960","-10","-0.34","250720436000"
"019685","대교우B","KOSPI","서비스업","2105","-20","-0.94","40893813950"
"006370","대구백화점","KOSPI","유통업","10750","-150","-1.38","116332318250"
"008060","대덕","KOSPI","기타금융","6700","-50","-0.74","227064005000"
"00806K","대덕1우","KOSPI","기타금융","8940","-40","-0.45","10838471580"
"353200","대덕전자","KOSPI","전기전자","29250","-500","-1.68","1445445056250"
"35320K","대덕전자1우","KOSPI","전기전자","12500","-150","-1.19","26193987500"
"000490","대동","KOSPI","기계","11600","100","0.87","277615306400"
"008110","대동전자","KOSPI","전기전자","16700","-450","-2.62","175190464900"
"005750","대림B&Co","KOSPI","비금속광물","5090","-60","-1.17","84861701600"
"006570","대림통상","KOSPI","기계","3540","-65","-1.80","53896500000"
"001680","대상","KOSPI","음식료품","22100","0","0.00","765721352500"
"001685","대상우","KOSPI","음식료품","15800","0","0.00","21649523400"
"084690","대상홀딩스","KOSPI","기타금융","8050","-80","-0.98","291510930900"
"084695","대상홀딩스우","KOSPI","기타금융","9990","-60","-0.60","9125685180"
"128820","대성산업","KOSPI","유통업","4895","-100","-2.00","221427664810"
"117580","대성에너지","KOSPI","전기가스업","13100","-450","-3.32","360250000000"
"016710","대성홀딩스","KOSPI","서비스업","88300","400","0.46","1420699229700"
"003540","대신증권","KOSPI","증권","15250","0","0.00","774294350000"
"003547","대신증권2우B","KOSPI","증권","13750","-50","-0.36","137500000000"
"003545","대신증권우","KOSPI","증권","14050","-50","-0.35","365300000000"
"009190","대양금속","KOSPI","철강금속","3470","10","0.29","112271031080"
"014160","대영포장","KOSPI","종이목재","1640","-15","-0.91","177767060360"
"047040","대우건설","KOSPI","건설업","4970","-50","-1.00","2065644510860"
"009320","대우부품","KOSPI","운수장비","1985","0","0.00","94578054375"
"042660","대우조선해양","KOSPI","운수장비","19000","-250","-1.30","2038522711000"
"003090","대웅","KOSPI","의약품","23750","250","1.06","1380872025000"
"069620","대웅제약","KOSPI","의약품","166500","-3000","-1.77","1929164737500"
"000430","대원강업","KOSPI","운수장비","3170","10","0.32","196540000000"
"006340","대원전선","KOSPI","전기전자","1460","-45","-2.99","105068219640"
"006345","대원전선우","KOSPI","전기전자","2650","-20","-0.75","6946180000"
"003220","대원제약","KOSPI","의약품","16050","150","0.94","350577517800"
"024890","대원화성","KOSPI","화학","2870","-20","-0.69","118385066240"
"002880","대유에이텍","KOSPI","운수장비","821","-15","-1.79","94493351314"
"000300","대유플러스","KOSPI","전기전자","984","-13","-1.30","119062793616"
"012800","대창","KOSPI","철강금속","1370","-20","-1.44","124862483630"
"015230","대창단조","KOSPI","운수장비","5900","350","6.31","168576157000"
"001070","대한방직","KOSPI","섬유의복","51000","0","0.00","270300000000"
"006650","대한유화","KOSPI","화학","117000","-500","-0.43","760500000000"
"001440","대한전선","KOSPI","전기전자","1720","-20","-1.15","2140493575480"
"084010","대한제강","KOSPI","철강금속","13850","-50","-0.36","341357265900"
"001790","대한제당","KOSPI","음식료품","3040","5","0.16","272677603200"
"001795","대한제당우","KOSPI","음식료품","2850","5","0.18","18475866000"
"001130","대한제분","KOSPI","음식료품","144500","-500","-0.34","244205000000"
"003490","대한항공","KOSPI","운수창고업","26150","0","0.00","9628970285150"
"003495","대한항공우","KOSPI","운수창고업","31900","-150","-0.47","35434328600"
"005880","대한해운","KOSPI","운수창고업","2205","-20","-0.90","703786299300"
"003830","대한화섬","KOSPI","화학","108000","-2500","-2.26","143424000000"
"016090","대현","KOSPI","섬유의복","2250","10","0.45","99635197500"
"069460","대호에이엘","KOSPI","철강금속","1975","-15","-0.75","102706950025"
"192080","더블유게임즈","KOSPI","서비스업","42300","100","0.24","777241434600"
"012510","더존비즈온","KOSPI","서비스업","35650","500","1.42","1083146249600"
"004830","덕성","KOSPI","화학","5540","-110","-1.95","86867200000"
"004835","덕성우","KOSPI","화학","6550","-90","-1.36","9117600000"
"024900","덕양산업","KOSPI","운수장비","2940","10","0.34","95741041200"
"145720","덴티움","KOSPI","의료정밀","88700","1500","1.72","981805221000"
"002150","도화엔지니어링","KOSPI","서비스업","10200","1230","13.71","343944000000"
"001230","동국제강","KOSPI","철강금속","12700","50","0.40","1211995759900"
"023450","동남합성","KOSPI","화학","59500","-100","-0.17","214795000000"
"004140","동방","KOSPI","운수창고업","2715","-35","-1.27","130243344690"
"007590","동방아그로","KOSPI","화학","6900","90","1.32","93961281300"
"005960","동부건설","KOSPI","건설업","10450","0","0.00","239038002500"
"005965","동부건설우","KOSPI","건설업","27500","-100","-0.36","6207630000"
"026960","동서","KOSPI","유통업","22800","-1050","-4.40","2273160000000"
"002210","동성제약","KOSPI","의약품","7410","40","0.54","193408187700"
"102260","동성케미컬","KOSPI","서비스업","4660","10","0.22","231554132480"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","106500","1500","1.43","676159234500"
"170900","동아에스티","KOSPI","의약품","55500","-100","-0.18","468782692500"
"028100","동아지질","KOSPI","건설업","16500","50","0.30","231868659000"
"282690","동아타이어","KOSPI","화학","12650","0","0.00","173722639750"
"001520","동양","KOSPI","비금속광물","1095","-20","-1.79","261359048985"
"001527","동양2우B","KOSPI","비금속광물","12900","100","0.78","3980540100"
"084670","동양고속","KOSPI","운수창고업","16350","850","5.48","47342553150"
"082640","동양생명","KOSPI","보험","5500","-50","-0.90","887472217500"
